ReturnHeader-Filer-EIN,ReturnHeader-Filer-BusinessName-BusinessNameLine1Txt,ReturnHeader-TaxPeriodEndDt,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-AddressLine1Txt,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-CityNm,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-StateAbbreviationCd,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-ZIPCd,ReturnHeader-Filer-USAddress-AddressLine1Txt,ReturnHeader-Filer-USAddress-CityNm,ReturnHeader-Filer-USAddress-StateAbbreviationCd,ReturnHeader-Filer-USAddress-ZIPCd,ReturnHeader-Filer-BusinessNameControlTxt,ReturnHeader-Filer-PhoneNum,ReturnHeader-BusinessOfficerGrp-PersonNm,ReturnHeader-BusinessOfficerGrp-PersonTitleTxt,ReturnHeader-BusinessOfficerGrp-PhoneNum,ReturnData-IRS990-WebsiteAddressTxt,ReturnData-IRS990-FormationYr,ReturnData-IRS990-ActivityOrMissionDesc,ReturnData-IRS990-TotalEmployeeCnt,ReturnData-IRS990-TotalVolunteersCnt,ReturnData-IRS990-PYContributionsGrantsAmt,ReturnData-IRS990-CYContributionsGrantsAmt,ReturnData-IRS990-PYProgramServiceRevenueAmt,ReturnData-IRS990-CYProgramServiceRevenueAmt,ReturnData-IRS990-PYInvestmentIncomeAmt,ReturnData-IRS990-CYInvestmentIncomeAmt,ReturnData-IRS990-PYOtherRevenueAmt,ReturnData-IRS990-CYOtherRevenueAmt,ReturnData-IRS990-PYTotalRevenueAmt,ReturnData-IRS990-CYTotalRevenueAmt,ReturnData-IRS990-PYGrantsAndSimilarPaidAmt,ReturnData-IRS990-CYGrantsAndSimilarPaidAmt,ReturnData-IRS990-PYBenefitsPaidToMembersAmt,ReturnData-IRS990-CYBenefitsPaidToMembersAmt,ReturnData-IRS990-PYSalariesCompEmpBnftPaidAmt,ReturnData-IRS990-CYSalariesCompEmpBnftPaidAmt,ReturnData-IRS990-PYTotalProfFndrsngExpnsAmt,ReturnData-IRS990-CYTotalProfFndrsngExpnsAmt,ReturnData-IRS990-PYTotalFundraisingExpenseAmt,ReturnData-IRS990-CYTotalFundraisingExpenseAmt,ReturnData-IRS990-PYOtherExpensesAmt,ReturnData-IRS990-CYOtherExpensesAmt,ReturnData-IRS990-PYTotalExpensesAmt,ReturnData-IRS990-CYTotalExpensesAmt,ReturnData-IRS990-PYRevenuesLessExpensesAmt,ReturnData-IRS990-CYRevenuesLessExpensesAmt,ReturnData-IRS990-TotalAssetsBOYAmt,ReturnData-IRS990-TotalAssetsEOYAmt,ReturnData-IRS990-TotalLiabilitiesBOYAmt,ReturnData-IRS990-TotalLiabilitiesEOYAmt,ReturnData-IRS990-NetAssetsOrFundBalancesBOYAmt,ReturnData-IRS990-NetAssetsOrFundBalancesEOYAmt,ReturnData-IRS990-MissionDesc,ReturnData-IRS990-AccountsReceivableGrp-BOYAmt,ReturnData-IRS990-AccountsReceivableGrp-EOYAmt
060662113,THE CHESHIRE ACADEMY,2016-06-30,PO BOX 187169,HAMDEN,CT,06518,10 MAIN STREET,CHESHIRE,CT,06410,CHES,2032725396,PATRICIA WILLIS,CHIEF FINANCIAL OFFICER,2032725396,WWW.CHESHIREACADEMY.ORG,1937,THE ACADEMY PROVIDES EDUCATIONAL ACTIVITIES TO APPROXIMATELY 437 STUDENTS GRADES 8-12.,207,0,1384332,1455238,19259139,20643027,755798,194260,40588,1580791,21439857,23873316,3809858,4490096,0,0,9314412,10377871,0,0,,852591,6904617,7946816,20028887,22814783,1410970,1058533,36198904,37970458,6756192,7759372,29442712,30211086,"CHESHIRE ACADEMY IS A COLLEGE PREPARATORY, BOARDING AND DAY SCHOOL IN THE NEW ENGLAND TRADITION SERVING STUDENTS GRADE 8 THROUGH A POST-GRADUATE YEAR WITH THE FOLLOWING MISSION: BELIEVING IN THE VALUE OF EACH HUMAN BEING AND THE RICHNESS OF A DIVERSE COMMUNITY, CHESHIRE ACADEMY EXISTS TO PROVIDE A QUALITY EDUCATIONAL EXPERIENCE IN A CARING ENVIRONMENT WHERE INDIVIDUALS TAKE RESPONSIBILITY FOR THEIR PERSONAL GROWTH SO THAT THEY REACH THEIR FULL POTENTIAL AND MAKE A DIFFERENCE IN THE WORLD.",6297,1780
221500475,BLAIR ACADEMY,2016-06-30,1818 MARKET STREET SUITE 2400,PHILADELPHIA,PA,19103,PO BOX 600,BLAIRSTOWN,NJ,07825,BLAI,9083626121,JAMES FRICK,ASSISTANT TREASURER,9083626121,WWW.BLAIR.EDU,1848,"BLAIR ACADEMY SEEKS TO ENROLL TALENTED YOUNG MEN AND WOMEN FROM DIVERSE BACKGROUNDS. IN A RESIDENTIAL SETTING, BLAIR ACADEMY IS COMMITTED TO PROVIDE A LIBERAL ARTS EDUCATION AND TO PROMOTE THE DEVELOPMENT OF PERSONAL AND INTELLECTUAL DISCIPLINE AS PREPARATION FOR CONTINUED STUDY AT SELECTIVE COLLEGES AND FOR A LIFE OF RESPONSIBLILTY AND SERVICE.",227,27,8669111,10815868,23906943,25096239,12038521,1221038,703330,616184,45317905,37749329,5165695,5474690,0,0,13482586,13947374,0,0,,2815394,11512447,11383210,30160728,30805274,15157177,6944055,181789403,184459877,32561107,31319996,149228296,153139881,"BLAIR ACADEMY IS A COEDUCATIONAL BOARDING SCHOOL LOCATED 65 MILES WEST OF NEW YORK CITY IN THE FOOTHILLS OF THE POCONO MOUNTAINS. IN ITS 163RD YEAR, BLAIR CONTINUES TO OFFER A SUPERIOR ACADEMIC COLLEGE-PREPARATORY PROGRAM WHILE HOLDING FIRMLY TO ITS TRADITION OF BEING A COMMUNITY FULLY FOCUSED ON THE DEVELOPMENT OF EACH INDIVIDUAL STUDENT. IN THIS ENVIRONMENT, STUDENTS LEARN TO ADVOCATE FOR THEMSELVES, BECOME SERVICE-MINDED, AND DEVELOP THE LEADERSHIP SKILLS NECESSARY FOR SUCCESS IN COLLEGE AND BEYOND.",592404,471354
041200600,CONCORD ACADEMY,2016-06-30,80 CITY SQUARE,BOSTON,MA,021293742,166 MAIN STREET,CONCORD,MA,01742,CONC,9784022200,AMY MILLER-FREDERICKS,CFO,9784022200,WWW.CONCORDACADEMY.ORG,1922,"CONCORD ACADEMY IS A FOUR-YEAR, NONPROFIT, COEDUCATIONAL, BOARDING AND DAY COLLEGE-PREP SCHOOL CONSISTING OF GRADES NINE THROUGH TWELVE. THE 2015-16 ENROLLMENT WAS COMPOSED OF 382 STUDENTS, 153 OF WHOM WERE BOARDING STUDENTS AND 229 OF WHOM WERE DAY STUDENTS FROM 17 STATES/TERRITORIES AND 9 FOREIGN COUNTRIES.",367,407,14812717,15644937,18681808,19494213,1171254,360642,-3736,0,34662043,35499792,3800248,4014041,0,0,12530888,13268243,0,0,,2167303,8019367,8870053,24350503,26152337,10311540,9347455,114883578,124420494,21484526,22531355,93399052,101889139,"CONCORD ACADEMY ENGAGES ITS STUDENTS IN A COMMUNITY ANIMATED BY A LOVE OF LEARNING, ENRICHED BY A DIVERSITY OF BACKGROUNDS AND PERSPECTIVES, AND GUIDED BY A COVENANT OF COMMON TRUST. STUDENTS AND TEACHERS WORK TOGETHER AS A COMMUNITY OF LEARNERS DEDICATED TO INTELLECTUAL RIGOR AND CREATIVE ENDEAVOR. IN A CARING AND CHALLENGING ATMOSPHERE, STUDENTS DISCOVER AND DEVELOP TALENTS AS SCHOLARS, ARTISTS, AND ATHLETES AND ARE ENCOURAGED TO FIND THEIR VOICES. THE SCHOOL IS COMMITTED TO EMBRACING AND BROADENING THE DIVERSITY OF BACKGROUNDS, PERSPECTIVES, AND TALENTS OF ITS PEOPLE. THIS DIVERSITY FOSTERS RESPECT FOR OTHERS AND GENUINE EXCHANGE OF IDEAS. COMMON TRUST CHALLENGES STUDENTS TO BALANCE INDIVIDUAL FREEDOM WITH RESPONSIBILITY AND SERVICE TO A LARGER COMMUNITY. SUCH LEARNING PREPARES STUDENTS FOR LIVES AS COMMITTED CITIZENS.",286309,
540519590,WOODBERRY FOREST SCHOOL,2016-06-30,818 E JEFFERSON ST PO BOX 1408,CHARLOTTESVILLE,VA,22902,ONE WALKER DRIVE,WOODBERRY FOREST,VA,22989,WOOD,5406723900,KENNETH W DEANE,ASSISTANT TREASURER,5406723900,WWW.WOODBERRY.ORG,1889,"WOODBERRY FOREST IS A HIGHLY SELECTIVE BOYS' SECONDARY BOARDING SCHOOL EMPHASIZING INTELLECTUAL THOROUGHNESS, MORAL INTEGRITY, AND GOOD SPORTMANSHIP.",455,400,7857993,8723571,21205311,21699606,13133688,12208377,557937,483447,42754929,43115001,5463816,5560104,0,0,17308738,18020517,0,0,,1936327,15290151,15605996,38062705,39186617,4692224,3928384,442271980,424921008,71923186,74805503,370348794,350115505,"TO DEVELOP IN OUR STUDENTS, UNDER CHRISTIAN PRINCIPLES, A HIGH SENSE OF HONOR AND MORAL INTEGRITY, A DEEP RESPECT FOR SOUND SCHOLARSHIP, A FULL ACCEPTANCE OF RESPONSIBILITY, A LOVE OF EXCELLENCE, AND A DESIRE TO BE OF SERVICE TO OTHERS. WE AIM TO HELP OUR STUDENTS BECOME LEADERS OF AND ACTIVE CONTRIBUTORS TO SOCIETY. WE INTEND TO PREPARE THEM TO ENTER THE BEST COLLEGES AND UNIVERSITIES CONSISTENT WITH THEIR POTENTIAL.",802693,521589
221756952,PURNELL SCHOOL,2016-06-30,200 VALLEY RD SUITE 300,MT ARLINGTON,NJ,07856,51 POTTERSVILLE RD PO BOX 500,POTTERSVILLE,NJ,07979,PURN,9084392154,JOSEPH WEISS,CHIEF FINANCIAL OFFICER,9084392154,WWW.PURNELL.ORG,1963,TO PROVIDE SECONDARY EDUCATION FOR YOUNG WOMEN FROM GRADES NINE THROUGH TWELVE.,52,18,410256,366084,3927145,3532588,123207,101333,0,0,4460608,4000005,853200,1103413,0,0,3031239,3046835,0,0,,565306,2725376,2691844,6609815,6842092,-2149207,-2842087,14957451,11699630,1444849,1100772,13512602,10598858,"PURNELL SCHOOL'S MISSION IS TO EDUCATE YOUNG WOMEN IN GRADES NINE THROUGH TWELVE WITHIN A CREATIVE, REFLECTIVE, AND SUPPORTIVE CLASSROOM AND BOARDING COMMUNITY. STUDENTS DISCOVER THEIR UNIQUE STRENGTHS IN PREPARATION FOR COLLEGE AND THE WORLD. PURNELL STUDENTS LEARN TO BE ETHICAL, INDEPENDENT, AND SELF-CONFIDENT WORKING WITH FACULTY WHO ACT AS MENTORS, TEACH TO ALL KINDS OF LEARNING STYLES AND MODEL THE SCHOOL'S FOUNDING GUIDELINES: CONSIDERATION OF OTHERS, TRUTHFULNESS IN ALL RELATIONS, AND USE OF COMMON SENSE.",115,1500
060646960,TRUSTEES OF WESTMINSTER SCHOOL INC,2016-06-30,29 S MAIN STREET PO BOX 272000,WEST HARTFORD,CT,061272000,995 HOPMEADOW STREET,SIMSBURY,CT,06070,TRUS,8604083000,W THOMAS EARL,ASSISTANT TREASURER,8604083000,WWW.WESTMINSTER-SCHOOL.ORG,1935,PROVIDE EDUCATIONAL PROGRAMS AND RELATED ACTIVITIES TO STUDENTS IN GRADES 9 THROUGH 12.,245,342,11949445,22554771,20063818,20940506,1909482,257796,599363,853801,34522108,44606874,3885042,4015239,0,0,12981400,13952821,51671,43615,,2407303,12866405,14852749,29784518,32864424,4737590,11742450,185165233,207024783,53624571,66456824,131540662,140567959,PROVIDE EDUCATIONAL PROGRAMS AND RELATED ACTIVITES TO STUDENTS IN GRADES 9 THROUGH 12.,,
042130844,BROOKS SCHOOL,2016-06-30,500 BOYLSTON STREET,BOSTON,MA,02116,1160 GREAT POND ROAD,NORTH ANDOVER,MA,01845,BROO,9787256300,PAUL GRIFFIN,CHIEF FINANCIAL OFFICER,9787256300,WWW.BROOKSSCHOOL.ORG,1926,BROOKS SCHOOL IS A COLLEGE PREPARATORY SCHOOL THAT SEEKS TO PROVIDE THE MOST MEANINGFUL EDUCATIONAL EXPERIENCE OUR STUDENTS WILL HAVE IN THEIR LIVES.,400,480,11549674,10939841,21731071,21653080,3012910,4183454,76911,75197,36370566,36851572,4382183,4770890,0,0,13172057,13655937,0,0,,2159165,10613769,10952668,28168009,29379495,8202557,7472077,158806958,160224534,41385873,42030998,117421085,118193536,BROOKS SCHOOL IS A COLLEGE PREPARATORY SCHOOL THAT SEEKS TO PROVIDE THE MOST MEANINGFUL EDUCATIONAL EXPERIENCE OUR STUDENTS WILL HAVE IN THEIR LIVES.,77544,78175
030179305,PUTNEY SCHOOL INC,2016-06-30,102 PERIMETER ROAD,NASHUA,NH,03063,418 HOUGHTON BROOK ROAD,PUTNEY,VT,053468675,PUTN,8023876215,RANDALL D SMITH,CFO,8023876245,WWW.PUTNEYSCHOOL.ORG,1935,"INDEPENDENT, COEDUCATIONAL BOARDING AND DAY SECONDARY SCHOOL",280,176,1862187,2736875,12056950,12324813,865099,1526198,37155,104524,14821391,16692410,2857663,2828498,0,0,5837544,6004268,0,0,,596811,5551736,5620319,14246943,14453085,574448,2239325,42195372,42797760,4518222,4668644,37677150,38129116,"THE ORGANIZATION IS COMMITTED TO DEVELOPING EACH STUDENT'S FULL INTELLECTUAL, ARTISTIC AND PHYSICAL POTENTIAL. STUDENTS ARE ENCOURAGED TO CHALLENGE THEMSELVES INTELLECTUALLY, TO PURSUE RIGOROUS LEARNING FOR ITS OWN SAKE, TO ACTIVELY PARTICIPATE IN AND APPRECIATE THE ARTS, TO CONTRIBUTE MEANINGFULLY TO THE WORK PROGRAM THAT SUSTAINS THE SCHOOL COMMUNITY AND THE FARM ON WHICH IT IS LOCATED, TO ENGAGE IN VIGOROUS ATHLETICS, AND TO DEVELOP A SOCIAL CONSCIOUSNESS AND WORLD VIEW THAT WILL PROVIDE THE FOUNDATION FOR LIFE-LONG MORAL AND INTELLECTUAL GROWTH. (ADOPTED 06/08/97)",99862,144426
520591488,CORPORATION OF ST TIMOTHY'S SCHOOL,2016-06-30,2553 HOUSLEY ROAD SUITE 200,ANNAPOLIS,MD,21401,8400 GREENSPRING AVENUE,STEVENSON,MD,21153,CORP,4104867400,ANNE MARIE ESPOSITO,BUSINESS MANAGER/CFO,4104867400,WWW.STT.ORG,1832,ST. TIMOTHY'S SCHOOL IS A COLLEGE PREPARATORY BOARDING AND DAY SCHOOL FOR GIRLS GRADES 9-12.,126,0,2564260,2827491,9767789,9918511,413326,811204,116076,111744,12861451,13668950,3345670,3270570,0,0,4310003,4456643,0,0,,725492,4647610,4688750,12303283,12415963,558168,1252987,36801449,36637726,4111781,3753352,32689668,32884374,"FOUNDED IN 1832, ST. TIMOTHY'S SCHOOL IS A COLLEGE PREPARATORY BOARDING AND DAY SCHOOL, PREPARING GIRLS TO ASSUME POSITIONS OF LEADERSHIP WITH MORAL FOCUS AND COURAGE, INTELLECTUAL HONESTY AND ACUMEN, AND THE CONFIDENCE TO ACT RESPONSIBLY AND ETHICALLY IN ALL AREAS OF THEIR LIVES. ST. TIMOTHY'S INSTILLS A PASSION FOR LEARNING, AND IS COMMITTED TO THE FORMATION OF CHARACTER, SPIRITUAL GROWTH, SOCIAL RESPONSIBILITY, AND A RESPECT FOR DIVERSITY. SUCH COMMITMENTS ARE THE HALLMARKS OF OUR HERITAGE. ST. TIMOTHY'S CURRICULUM IS BASED UPON THE INTERNATIONAL BACCALAUREATE PROGRAM, WHICH IS ONE OF THE MOST RIGOROUS AND ADVANCED CURRICULA TODAY FOR PREPARING STUDENTS FOR THE VARIED CHALLENGES THEY WILL CONFRONT THROUGHOUT THEIR LIVES. ST. TIMOTHY'S OFFERS A RICH AND HIGHLY INDIVIDUALIZED PROGRAM WITH SUPERB RESOURCES IN ATHLETICS, ARTS, CLUBS, WORLD AFFAIRS AND COMMUNITY SERVICE, CAPITALIZING ON THE TALENTS AND STRENGTHS OF EACH INDIVIDUAL STUDENT.",25046,109690
020222174,PHILLIPS EXETER ACADEMY,2016-06-30,101 SEAPORT BLVD SUITE 500,BOSTON,MA,02210,20 MAIN STREET,EXETER,NH,038332460,PHIL,6037724311,DAVID W HANSON,CFO,6037773436,WWW.EXETER.EDU,1781,SEE SCHEDULE O.,1271,4388,23523287,47217066,56966864,58035663,53723159,85754077,1180405,1244836,135393715,192251642,22458216,23190536,0,0,55023517,55612643,0,0,,4896670,35762334,38599523,113244067,117402702,22149648,74848940,1518753532,1508967364,146978469,183394589,1371775063,1325572775,SEE SCHEDULE O.,533040,255734
042103603,MILTON ACADEMY,2016-06-30,500 BOYLSTON STREET,BOSTON,MA,02116,170 CENTRE STREET,MILTON,MA,02186,MILT,6178981798,HEIDI VANDERBILT-BROWN,CFO & COO,6178982200,WWW.MILTON.EDU,1798,"MILTON ACADEMY IS AN INDEPENDENT COLLEGE PREPARATORY K-12 SCHOOL, BOARDING AND DAY IN GRADES 9-12.",596,500,20988293,16751180,48099487,49819056,13442150,9949228,0,0,82529930,76519464,10945553,11476854,0,0,29583666,32186135,186038,73999,,3558686,26410797,26403013,67126054,70140001,15403876,6379463,352692132,341822360,58717035,57891712,293975097,283930648,"MILTON ACADEMY CULTIVATES IN ITS STUDENTS A PASSION FOR LEARNING AND A RESPECT FOR OTHERS. EMBRACING DIVERSITY AND THE PURSUIT OF EXCELLENCE, WE CREATE A COMMUNITY IN WHICH INDIVIDUALS DEVELOP COMPETENCE, CONFIDENCE AND CHARACTER. SEE SCHEDULE O FOR FULL DESCRIPTION.MILTON ACADEMY CULTIVATES IN ITS STUDENTS A PASSION FOR LEARNING AND A RESPECT FOR OTHERS. EMBRACING DIVERSITY AND THE PURSUIT OF EXCELLENCE, WE CREATE A COMMUNITY IN WHICH INDIVIDUALS DEVELOP COMPETENCE, CONFIDENCE AND CHARACTER. OUR ACTIVE LEARNING ENVIRONMENT, IN AND OUT OF THE CLASSROOM, DEVELOPS CREATIVE AND CRITICAL THINKERS, UNAFRAID TO EXPRESS THEIR IDEAS, PREPARED TO SEEK MEANINGFUL LIFETIME SUCCESS AND TO LIVE BY OUR MOTTO, ""DARE TO BE TRUE.""",113602,247629
580593430,Rabun Gap-Nacoochee School,2016-06-30,271 17TH STREET SUITE 1600,ATLANTA,GA,30363,339 Nacoochee Drive,Rabun Gap,GA,30568,RABU,7067467467,LAURA CALVERT,CFO,7067467467,WWW.RABUNGAP.ORG,1903,"RABUN GAP - NACOOCHEE SCHOOL COMBINES ITS STRONG ACADEMIC PROGRAM, MOUNTAIN SETTING, AND PRESBYTERIAN HERITAGE TO INSPIRE YOUNG PEOPLE EAGER TO LEARN AND GROW.",193,200,3808162,753352,14502763,15419662,6580361,1946369,559724,-422893,25451010,17696490,6315230,6644360,0,0,6033277,6603579,0,0,,266266,7808627,7694580,20157134,20942519,5293876,-3246029,95678352,90460922,22351633,22496523,73326719,67964399,"RABUN GAP - NACOOCHEE SCHOOL COMBINES ITS STRONG ACADEMIC PROGRAM, MOUNTAIN SETTING, AND PRESBYTERIAN HERITAGE TO INSPIRE YOUNG PEOPLE EAGER TO LEARN AND GROW. LIVING OUR MOTTO, WORK, STUDY, WORSHIP, OUR COMMUNITY NURTURES AND CHALLENGES STUDENTS OF DIVERSE BACKGROUNDS AS THEY PREPARE FOR COLLEGE AND A LIFETIME OF SERVICE.",417319,491456
042103821,MIDDLESEX SCHOOL,2016-06-30,80 CITY SQUARE,BOSTON,MA,021293742,1400 LOWELL ROAD,CONCORD,MA,01742,MIDD,9783692550,THERESE A CUNNINGHAM,CFO,9783692550,WWW.MXSCHOOL.EDU,1901,MIDDLESEX SCHOOL IS A COLLEGE-PREPARATORY SCHOOL FOR GRADES 9 THROUGH 12.,288,85,29770544,15762412,19604101,20537262,2675256,3017909,1484212,970103,53534113,40287686,4598649,5345340,0,0,13963736,18948141,21700,18200,,3330557,15012195,15482274,33596280,39793955,19937833,493731,303496510,304900286,51582021,54902087,251914489,249998199,"MIDDLESEX SCHOOL IS AN INDEPENDENT, NON-DENOMINATIONAL, RESIDENTIAL, COLLEGE-PREPARATORY SCHOOL THAT, FOR OVER ONE HUNDRED YEARS, HAS BEEN COMMITTED TO EXCELLENCE IN THE INTELLECTUAL, ETHICAL, CREATIVE, AND PHYSICAL DEVELOPMENT OF YOUNG PEOPLE. (SEE SCHEDULE O)",69144,85173
210635004,THE PENNINGTON SCHOOL,2016-06-30,506 CARNEGIE CENTER STE 400,PRINCETON,NJ,085406243,112 W DELAWARE AVE,PENNINGTON,NJ,08534,PENN,6097371838,JGRAEME MCWHIRTER,CFO,6097376120,WWW.PENNINGTON.ORG,1838,THE PENNINGTON SCHOOL IS AN INDEPENDENT CO-EDUCATIONAL SCHOOL SERVING DAY AND BOARDING STUDENTS IN GRADES 6-12. WE ARE DEDICATED TO DEVELOPING EXCELLENCE IN ALL STUDENTS.,240,122,3274227,2097385,19602391,20778203,4279310,2452093,218603,359717,27374531,25687398,3779145,4279025,0,0,10693456,11435843,0,0,,926099,7511995,8052760,21984596,23767628,5389935,1919770,74509154,79724568,18995736,25208710,55513418,54515858,THE PENNINGTON SCHOOL IS AN INDEPENDENT CO-EDUCATIONAL SCHOOL SERVING DAY AND BOARDING STUDENTS IN GRADES 6-12. THE SCHOOL IS DEDICATED TO DEVELOPING INDIVIDUAL EXCELLENCE IN ALL OF ITS STUDENTS.,141360,186691
060646566,CANTERBURY SCHOOL INC,2016-06-30,29 S MAIN STREET PO BOX 272000,WEST HARTFORD,CT,061272000,101 ASPETUCK AVENUE,NEW MILFORD,CT,06776,CANT,8602103800,STEPHEN CARLETON,BUSINESS MANAGER,8602103800,WWW.CBURY.ORG,1915,EDUCATIONAL ORGANIZATION,208,250,4919762,5636522,15844008,16461600,1254867,556093,672705,616724,22691342,23270939,4666190,4895557,0,0,10395506,11154247,28142,32452,,2198754,8152463,8391878,23242301,24474134,-550959,-1203195,76921268,72997169,22689990,22553016,54231278,50444153,"CANTERBURY IS A COLLEGE PREPARATORY, COEDUCATIONAL BOARDING AND DAY SCHOOL GUIDED BY LAY ROMAN CATHOLICS, FOR STUDENTS IN GRADES 9-12.",726566,625284
061623476,The Trinity Foundation dba Marianapolis Preparatory School,2016-06-30,609 FARMINGTON AVE STE 201,HARTFORD,CT,06105,26 Chase Road PO Box 304,Thompson,CT,062770304,TRIN,8609239565,DOUG DANIELS,CHIEF FINANCIAL OFFICER,8609239565,www.marianapolis.org,2001,"To educate students in the Catholic tradition of academic excellence with a commitment to an active faith in God and a dedication to building character with content, compassion, and integrity.",145,19,1531201,1906888,11885444,12953198,84605,-60507,-1985,10287,13499265,14809866,1315422,1734675,,0,4490453,4914296,,0,,545416,6184917,6407388,11990792,13056359,1508473,1753507,22489033,25097351,12314111,13168922,10174922,11928429,To educate students in the Catholic,84483,240119
042109865,NORTHFIELD MOUNT HERMON SCHOOL,2016-06-30,29 S MAIN STREET PO BOX 272000,WEST HARTFORD,CT,061272000,ONE LAMPLIGHTER WAY,MOUNT HERMON,MA,01354,NORT,4134983000,RICHARD T WOOD,CFO & TREASURER,4134983000,WWW.NMHSCHOOL.ORG,1879,"NORTHFIELD MOUNT HERMON PROVIDES SECONDARY SCHOOL EDUCATION, ENGAGING THE INTELLECT, COMPASSION, AND TALENTS OF OUR STUDENTS, EMPOWERING THEM TO ACT WITH HUMANITY AND PURPOSE.",626,200,12772927,14826918,38169649,39104327,14450148,4661910,917070,1118955,66309794,59712110,7184925,7256577,0,0,24407399,26297318,90804,26043,,3221196,17321425,27607256,49004553,61187194,17305241,-1475084,261377172,258053065,95474602,110309289,165902570,147743776,"NORTHFIELD MOUNT HERMON PROVIDES SECONDARY SCHOOL EDUCATION, ENGAGING THE INTELLECT, COMPASSION, AND TALENTS OF OUR STUDENTS, EMPOWERING THEM TO ACT WITH HUMANITY AND PURPOSE.",4043179,3994636
